source_file,type,difficulty,topic,question_stem,answer_options,correct_index,correct_text,explanation
18. MSK_Rheum__MSKRheum_2.csv,Clinical,Easy,"[""rheumatology"", ""scaly plaques""]","Kim is a 32 year old female that presents to her GP complaining of pain in her hands. She describes severe pain and swelling of her distal interphalangeal (DIP) joints that is worst in the mornings. She has difficulty bending her fingers and often can't pick things up. Kim's mother has a skin condition, but Kim is not sure what it is. Kim is otherwise well.
On examination of the hands the following is found:
Swelling and tenderness of the DIP joints of the left hand
Dactylitis of the affected fingers
Pitted fingernails
What other finding is most likely?","[""Scaly plaques"", ""Butterfly rash"", ""Posterior uveitis"", ""Urethritis"", ""Back stiffness""]",A,Scaly plaques,
12. Surgery & Anatomy_Ophthal_2.csv,Clinical,Medium,"[""ophthalmology"", ""orbital cellulitis"", ""surgery & anatomy""]","A 10-year-old boy is brought in by his mother to see their GP in Melbourne. He presents with a day of redness and swelling around his left eye. He finds that he is unable to open his eye fully. The patient has a past history of sinusitis and no significant family history. He has never experienced a presentation like this before.
On examination, he is afebrile and his vital signs are within normal limits. His left eye is obviously swollen and red. There is ptosis of the left eyelid. His right eye appears normal. There are no palpable masses however there is tenderness to touch.
His visual acuity is 6/6 in both eyes. Eye movements are normal and he denies double vision. However, he does report some pain on eye movements. His pupils appear normal with an intact direct and indirect pupillary response. Funduscopic examination reveals no anomalies.  
What is the most likely diagnosis?","[""Allergic conjunctivitis"", ""Orbital cellulitis"", ""Trachoma"", ""Meibomian cyst"", ""Periorbital Cellulitis""]",B,Orbital cellulitis,
4. Respiratory_Respiratory_5.csv,Clinical,Hard,"[""respiratory""]","A 61-year-old man presents with a fever, productive cough, pleuritic chest pain and shortness of breath. He is well orientated to time and place. 
His oxygen saturation is 94%, his respiratory rate is 32 breaths per minute, blood pressure is 130/90.
The GP orders a chest x-ray which shows right basal consolidation and he is diagnosed with community acquired pneumonia. His urea levels were 5mmol/L.
What is the next best step in management?","[""Admit to hospital"", ""Amoxicillin and doxycycline"", ""Benzylpenicillin and doxycycline"", ""Azithromycin and Ceftriaxone"", ""Amoxicillin""]",B,Amoxicillin and doxycycline,
11. Dermatology_Dermatology_2.csv,Clinical,Hard,"[""dermatology"", ""psoriasis""]","An 18 year old boy presents to the general practice clinic with small, red, drop-like lesions located on his torso and arms which all appeared suddenly. He has no history of any dermatological conditions, however his father suffers from plaque psoriasis. He recently recovered from an acute tonsillitis and was successfully treated with amoxicillin. 
On examination, there were wide-spread erythematous scaly papules with a water drop appearance. 
What is the most likely diagnosis?","[""Plaque psoriasis"", ""Pityriasis rosea"", ""Guttate psoriasis"", ""Antibiotic Reaction Rash"", ""Atopic Dermatitis (Eczema)""]",C,Guttate psoriasis,
4. Respiratory_Respiratory_6.csv,Clinical,Hard,"[""respiratory""]","A 35 year old male from South Sudan presents to their GP with a cough.
The cough first began 2 weeks ago and has been progressively increasing in frequency. The cough is worse at night and often followed by a high-pitched sound & vomiting. There are no known sick-contacts.
He recently immigrated from South Sudan, where he rarely visited his doctor (as he lived rurally). He has been relatively well, with no relevant past-medical or family history. He does not smoke or drink alcohol.
On examination, vital signs are still within normal limits. His heart sounds are dual with no murmurs and his chest is clear to auscultation. An FBE reveals lymphocyte-predominant leukocytosis.
What is the MOST APPROPRIATE treatment for this patient?","[""Oseltamivir"", ""Doxycycline"", ""Conservative management - rest,\\n        cough-suppressants"", ""Clarithromycin\\n"", ""Amoxicillin""]",D,Clarithromycin\n,
9. Nephrology & Urology_Nephrology___Urology_3.csv,Clinical,Easy,"[""nephrology"", ""nephrology & urology"", ""urology""]","A 75 year old female comes into the ED from a nursing home. She has no past medical history available. She presents with a generalised swelling of both legs.
On examination, her BP is 190/100, heart sounds S1 and S2 are heard with no additional heart sounds or murmurs. Her JVP is raised and there is a stony dullness on percussion of her lungs.
Her urinalysis report comes back with a microscopic haematuria with red cell casts and dysmorphic red blood cells. Proteinuria is also recorded to be >8g/day.
What is the patient most likely presenting with?","[""Acute Tubular Necrosis"", ""Acute tubulointerstitial nephritis"", ""Acute cardiorenal syndrome"", ""Acute\\nGlomerulonephritis"", ""Hypertensive emergency""]",D,Acute\nGlomerulonephritis,
8. Haematology_Haematology_3.csv,Clinical,Medium,"[""haematology""]","A 56 year old man comes into the GP complaining of fatigue for 3 months. Other accompanying symptoms include epigastric pain that worsens 4 hours postprandially and is relieved with antacids. He has previously been diagnosed with peptic ulcer disease 2 years ago. His mother has Hashimoto’s thyroiditis. The patient has a 10 pack year smoking history and drinks 2 standards every weekend.
On examination, the patient’s vitals are within normal limits. The patient’s significant examination findings are conjunctival pallor, inflammation and fissuring of the corners of the mouth. 
Laboratory tests were ordered. His Hb levels are 106g/L (normal >130g/L) and MCV 76μm3 (normal: 80-100). Other cell types fall within normal ranges.
Which of the following is the most appropriate initial step in treatment?","[""Regular blood transfusions"", ""Iron supplementation"", ""L-thyroxine"", ""Allogeneic hematopoietic stem cell transplantation"", ""Vitamin B12 supplementation""]",B,Iron supplementation,
11. Dermatology_Dermatology_3.csv,Clinical,Medium,"[""dermatology""]","George is a 45 year old male that presents to the emergency department complaining of severe pain in his left middle finger around the tip. He states that the pain began last night and it comes and goes in waves. It is a stabbing/aching in nature and rates it a 10/10 at its absolute worst. He denies any radiation of the pain and the pain is worse on palpation and movement of the finger.  He works in a recycling factory and does not wear gloves making him think that he may have contracted some sort of infection.
His past medical history is significant for a crush fracture he suffered 5 years ago on the same finger as well as habitual nail biting. He denies taking any regular medications.
On examination George is writhing in pain in your room. His has a low grade temperature of 37.8 and is tachycardic at 130bpm and hypertensive 140/70. All his other vital signs are within normal limits. The examination of his hands are unremarkable and you are unable to appreciate a fracture. Closer examination of the nails reveals the below image: Source: DermNet NZ
What is the MOST LIKELY diagnosis?","[""Anonychia"", ""Cellulitis"", ""Paronychia"", ""Onycholysis"", ""Onychomycosis""]",C,Paronychia,
12. Surgery & Anatomy_Surgery_2.csv,Clinical,Hard,"[""anastomotic leak"", ""surgery"", ""surgery & anatomy""]","A 65 year old man undergoes a laparoscopic anterior resection with a covering ileostomy for a mid-rectal adenocarcinoma. He experienced mild abdominal pain for 4 days following surgery, which was managed with appropriate pain relief. Around 5 days post-op he begins to complain of worsening abdominal pain and has become delirious.  On examination he is tachycardic with a mild fever.  His abdomen is very tense and tender to palpation.  Examination of the surgical site reveals no erythema or discharge.  A contrast CT is performed which demonstrates a large amount of free contrast in the pelvis.
What is the most appropriate next step in management?","[""Nil by mouth, broad spectrum antibiotics and IV fluids"", ""Percutaneous drainage"", ""Chest tube drain insertion and broad spectrum antibiotics"", ""Exploratory laparotomy with washout and drain insertion"", ""Further laparoscopic resection of the bowel""]",D,Exploratory laparotomy with washout and drain insertion,
3. Cardiology_Cardio_4.csv,Preclinical,Easy,"[""cardiology"", ""chest pain""]","Sam Johnson, a 55-year-old man, presents to the emergency department complaining of central chest pain. He states it came on suddenly 8 hours ago and has been constant since then. The pain does not radiate and is worse on breathing in. He also feels slightly short of breath and was frightened to see he had coughed up a small amount of blood 1 hour ago. He denies any other symptoms including sweating, nausea, weight loss, fever or a productive cough.  
His medical history includes stage 3 colorectal cancer, for which he is being treated with surgery and chemotherapy. His most recent surgery was 7 days ago, and he is due to commence chemotherapy in 2 weeks. He also has hypercholesterolemia and hypertension. His current medications include atorvastatin, perindopril and aspirin. He drinks 1-2 beers at night and smokes 10 cigarettes a day.
On examination he appears uncomfortable. He is an overweight man with a BMI of 30. He is afebrile, but tachycardic.  All other vitals are stable. Her chest is clear on auscultation, and her heart sounds are dual with no murmur. The rest of the examination is normal.
A bedside ECG is done: <INSERT PICTURE HERE>","[""Pneumonia"", ""Lung cancer"", ""ST-elevation myocardial infarction (STEMI)"", ""Unstable angina"", ""Pulmonary embolism (PE)""]",E,Pulmonary embolism (PE),
16. Obstetrics & Gynaecology_Obstetrics_2.csv,Clinical,Medium,"[""obstetrics"", ""obstetrics & gynaecology""]","A 35 year old woman presents to the gynaecological clinic with problems trying to conceive. She has been having regular sexual intercourse for 12 months and has not yet become pregnant. She has a regular 28 day menstrual cycle and a past history of hospitalisation with PID when she was 24. She is otherwise healthy. A pelvic ultrasound shows significant scarring of the fallopian tubes but a normal uterus. 
What is the most appropriate management for this woman?","[""Tubal surgery"", ""Surrogacy"", ""In vitro fertilisation (IVF)"", ""Intrauterine insemination (IUI)"", ""Clomifene""]",C,In vitro fertilisation (IVF),
3. Cardiology_Cardio_6.csv,Clinical,Medium,"[""cardiology""]","A 34-year-old man presents to his GP complaining of exercise intolerance. He has shortness of breath on exertion and experiences palpitations, but is not aware of any other new symptoms. He is otherwise healthy and has no significant family history.
Examination reveals a widely split fixed second heart sound, and a soft systolic ejection murmur best heard at the upper left sternal border. His chest is clear on lung auscultation.
Which of the following congenital diseases is the most likely explanation for this patient's presentation?","[""Patent foramen ovale"", ""Ventricular septal defect"", ""Patent ductus arteriosus"", ""Atrial septal defect"", ""Bicuspid aortic valve""]",D,Atrial septal defect,
11. Dermatology_Dermatology_3.csv,Clinical,Easy,"[""dermatology""]","A 35-year-old male presents with a gradual onset of erythematous swelling of his left leg. He states he has a past history of type 2 diabetes mellitus but no significant past medical or surgical history otherwise. He denies recent travel but states he went hiking a few days ago. He is a social drinker, current smoker but denies IV drug use.
On examination, he appears well and his vitals are within the normal range. A poorly demarcated erythematous swelling of the left lower limb that is warm and tender to palpation is noted.
Routine bloods are ordered and a duplex ultrasound of the leg reveals compressible veins with no changes in diameter.
Which of the following is the most likely diagnosis?","[""Lymphedema"", ""Eczema"", ""Lipodermatosclerosis"", ""Cellulitis"", ""Deep vein thrombosis""]",D,Cellulitis,
18. MSK_Rheum__MSKRheum_2.csv,Preclinical,Easy,"[""osteoarthritis"", ""rheumatology""]","Julia is a 43 year old female labourer who presents to a general practice clinic with a 5 month history of bilateral knee pain. She describes her knee pain as a constant aching pain, which gets worse towards the end of the day or after doing exercise. She complains of knee stiffness in the morning, however it does not last for more than 30 minutes.
On examination, there are no mark deformities or changes in skin appearance on general inspection of the knee. Joint crepitus is present and there is limited flexion of both knees.
In the advanced stages of her disease, what would an X-ray of her knee be likely to show?","[""Joint space narrowing, joint erosions , osteophtyes"", ""Osteophytes, subchondral sclerosis, subchondral cysts, joint space narrowing"", ""Subchondral Sclerosis, joint space narrowing, articular fractures"", ""Joint Erosions, joint space narrowing,soft tissue swelling,""]",B,"Osteophytes, subchondral sclerosis, subchondral cysts, joint space narrowing",
4. Respiratory_Respiratory_5.csv,Clinical,Easy,"[""respiratory""]","Jackson, a 65-year-old male, presents to his GP with a productive cough and  yellow-green sputum for the past 5 days. Other symptoms include dyspnoea, fever and malaise. Past medical history is insignificant, and he drinks socially, does not smoke and  sd maintains a healthy lifestyle. 
On examination, there was dullness to percussion and coarse crackles on auscultation in the right lung base. 
A chest x-ray was ordered which shows consolidation of the right lung base, with no other pathology.
Select the most likely causative organism.","[""Pseudomonas aeruginosa"", ""Streptococcus pneumoniae"", ""Mycoplasma pneumoniae"", ""Haemophilus influenzae"", ""Klebsiella pneumoniae""]",B,Streptococcus pneumoniae,
18. MSK_Rheum__MSKRheum_1.csv,Clinical,Hard,"[""dermatomyositis"", ""rheumatology""]","A 60 year old patient presents to her GP  with difficulty getting out of her chair in the morning, as well as shoulder and hip stiffness. On examination, the GP finds that the patients proximal muscles are wasted. The patient is instructed to take NSAIDs and is sent home. She presents again the next week with a purple rash on her eyes.
What is the likely cause of the patients symptoms?","[""Rheumatoid arthritis"", ""Polymyalgia rheumatica"", ""Dermatomyositis"", ""Duchenne muscular dystrophy"", ""Polymyositis""]",C,Dermatomyositis,
16. Obstetrics & Gynaecology_Gynae_2.csv,Clinical,Medium,"[""obstetrics & gynaecology""]","A 28-year-old woman presents to her GP complaining of painful periods over the past year. Her normal menstrual cycle is 35 days with 7 days of bleeding and she had menarche at 12 years of age. The pain starts one day before the onset of bleeding and continues for a few days after the cessation of bleeding. She does not have any other past medical history of note and does not smoke or drink alcohol. 
On examination, you note nodularity of the uterosacral ligament. 
An STI screen is performed and is negative. 
Which of the following is the gold standard investigation for diagnosing the likely cause of her symptoms?","[""Beta-HCG test"", ""Ca-125 test"", ""Laparoscopy"", ""Thyroid function test"", ""Ultrasound""]",C,Laparoscopy,
13. Psychiatry_Psychiatry_2.csv,Clinical,Medium,"[""gad"", ""psychiatry""]","A 20-year-old female third year law student presents to the GP clinic with difficulty falling asleep at night. She reports being overwhelmed by worries relating to multiple areas of her life. She also finds it difficult to concentrate in class which has greatly impacted on her preparation for upcoming exams. She has experienced these symptoms on most days for over six months. 
The patient has no notable medical history and is not on any regular medications. She is a non-smoker and drinks alcohol socially. She is currently not socially active. The patient lives with two housemates who are both university students and they get along well with each other. She reports no significant life events in the past year.
Except for appearing very fatigued, the patient displays no abnormal signs on physical examination. Results from the blood tests were all within normal limits.","[""Generalised Anxiety Disorder"", ""Panic Disorder"", ""Obsessive-Compulsive Disorder"", ""Schizophrenia"", ""Major Depressive Disorder""]",A,Generalised Anxiety Disorder,
18. MSK_Rheum__MSKRheum_3.csv,Clinical,Medium,"[""rheumatology""]","Jane Mathers is a 57 year old cleaner who presents to your clinic today with worsening knee pain. She states she starts the day with some stiffness in the morning lasting less than 30 minutes that worsens throughout her day as she goes about her activities. When asked she says the pain is located within the joint itself and is alleviated by rest. She has been suffering with this pain for the last few years but has noticed that its severity has been increasing. She denies any trauma to the joints but states that due to the nature of her work she does bend and kneel down a lot.
On examination the knee is slightly swollen but non erythematous. You do not see any rashes, scars or penetrating trauma. The joint space is tender to palpation but does not feel boggy. Her rate, temperature, respiratory rate and oxygen saturations are all within normal limits.  She asks you what can be done to help her cope with the pain.
Which of the following ARE NOT treatment options for Jane's condition","[""Joint\\narthroscopy debridement and lavage"", ""Knee brace"", ""Duloxetine"", ""Meloxicam"", ""Ibuprofen""]",A,Joint\narthroscopy debridement and lavage,
8. Haematology_Haematology_1.csv,Clinical,Hard,"[""essential thrombocythaemia"", ""haematology"", ""mds"", ""myeloproliferative neoplasms""]","Nick is a 29 year old male who presents to your outpatient clinic with a 3 week history of pain and swelling of the right calf. Over the past 6 months, Nick complains of worsening headaches and dizziness, as well as a burning pain of the hands and feet caused by warm weather. Examination reveals a mildly enlarged spleen.
A full blood count is performed which shows a platelet count of approximately 956 x 109/L (Reference Range: 150-400 x 109‑/L).
Which medication is most likely to be helpful to Nick?","[""Cyclosphosphamide"", ""Daunorubicin"", ""Hydroxychloroquine"", ""Hydroxyurea"", ""Rituximab""]",D,Hydroxyurea,
6. Endocrinology_Endo_1.csv,Clinical,Medium,"[""endocrinology"", ""paget's disease""]","Russell is a 65-year-old male who presents to your General Practice with complaints of persistent leg pain. He reports that it is persistent across day and night and occurs at rest. This is in combination with pain in his joints. Further questioning reveals some dizziness, headaches, and hearing loss. On examination, there is a varus deformity bilaterally in the lower legs with associated crepitations and pain with passive movement in both knee joints.  
What is the pathophysiology of the most likely diagnosis?","[""Reduction in osteoblast and osteoclast function with no osteoid accumulation"", ""Accelerated bone remodelling with abnormal osteoclast physiology"", ""Diffuse inflammation secondary to degradation of the joint articulation"", ""Excess parathyroid hormone leading to increased bone turnover"", ""Malignant proliferation of osteocytes diffusely in the skeletal system""]",B,Accelerated bone remodelling with abnormal osteoclast physiology,
4. Respiratory_Respiratory_4.csv,Preclinical,Easy,"[""pulmonary htn"", ""respiratory""]","A 50 year old morbidly obese man presents to the GP with a 3 month history fatigue, worsening shortness of breath on exertion and peripheral edema. He attributes his fatigue to his poor sleep where he wakes up multiple times during the night. As a result, he suffers from morning headaches and now experiences memory loss. His past medical history is significant for type 2 diabetes, GORD, hyperlipidemia and hypertension. He lives alone and drives trucks for a living. He also has a 15 pack year smoking history, drinks a 6 pack of beer every day and uses illicit amphetamines. 
His oxygen saturation was 95% and his other vitals were within normal limits. On examination, he has a large body habitus and a BMI of 50. Lung and heart sounds were unable to be auscultated. 
Chest x-ray revealed a prominent right heart border and an ECG revealed right axis deviation. 
What is the most likely diagnosis?","[""Pneumonia"", ""Obstructive Sleep apnoea"", ""Emphysema"", ""Mitral stenosis"", ""Central sleep apnoea""]",B,Obstructive Sleep apnoea,
8. Haematology_Haematology_2.csv,Preclinical,Hard,"[""dic"", ""haematology""]","A 51 year old male is transferred to intensive care with severe sepsis from a central line infection. He had a complicated surgery a few days ago and has been in hospital since. You are called to see the patient when he begins to bleed spontaneously. 
Upon examination, there are visible petechiae on his extremities and he is bleeding from all his wound sites. Bloods are taken and sent to pathology. 
Which of the following is the most likely pathology findings expected in this patient?","[""High platelets, normal INR, normal PT, normal aPTT"", ""Low platelets, prolonged INR, prolonged PT, prolonged aPTT"", ""Low platelets, normal INR, normal PT, normal aPTT"", ""Normal platelets, normal INR, prolonged PT, prolonged aPTT"", ""Normal platelets, normal INR, prolonged PT, normal aPTT""]",B,"Low platelets, prolonged INR, prolonged PT, prolonged aPTT",
8. Haematology_Haematology_1.csv,Clinical,Hard,"[""haematology"", ""myeloproliferative neoplasms""]","Helen is a 36 year old female who presents to the Emergency Department with Dyspnoea, moderate pleuritic chest pain and episodic haemoptysis. Her symptoms came on suddenly at a rest stop during her drive from Adelaide to Sydney. The only medication she takes is the oral contraceptive pill. The patient, quite distressed, asked if her itchiness after showering has anything to do with it. Oddly, you note plethora and splenomegaly when examining her and ECG reveals sinus tachycardia. Full Blood Count reveals highly increased Red Cell Count.
Sensing a diagnosis, what would you expect investigations to reveal?","[""A complex, calcified density in the right breast"", ""Cavitating mass in the right lung"", ""Presence of marked Basophilia"", ""Mutation of the JAK2 tyrosine kinase"", ""Presence of the Philadelphia Chromosome""]",D,Mutation of the JAK2 tyrosine kinase,
18. MSK_Rheum__MSKRheum_3.csv,Clinical,Easy,"[""rheumatology""]","A previously healthy 3 year old presents to the emergency department with a limp in her left leg.
Her mother reported that she fell off the swing 7 days ago and received a minor abrasion to her left leg. Three days ago she complained of pain in her left thigh which was causing difficulties in mobilising. The pain did not respond to ibuprofen or paracetamol and she had difficulties sleeping through the night.
She had a normal birth and developmental history. She has no current medical condition and no relevant family history either.
She is febrile at 38.2 degrees. There is swelling and erythema at the mid-shaft of her left thigh. An abrasion is noted on her left calf. She has a normal range of motion in the left hip.
An x-ray of the left hip is normal
What is the most likely diagnosis?","[""Slipped Upper Femoral Epiphysis"", ""Developmental Dysplasia of the Hip (DDH)"", ""Transient synovitis"", ""Osteomyelitis\\n"", ""Septic arthritis""]",D,Osteomyelitis\n,
16. Obstetrics & Gynaecology_Obstetrics_3.csv,Clinical,Hard,"[""obstetrics"", ""obstetrics & gynaecology""]",A 23-year-old female is at 8 weeks of gestation and wishes to undergo termination of pregnancy. She wishes to undergo definitive treatment with a low failure rate and as soon as possible with minimal visits. Which of the following options would be the most appropriate measure for her?,"[""Misoprostol"", ""Oral Methotrexate"", ""Suction and Curettage"", ""Oral Mifepristone"", ""Dilation and Evacuation""]",C,Suction and Curettage,
12. Surgery & Anatomy_Ophthal_2.csv,Clinical,Easy,"[""hordeolum (stye)"", ""ophthalmology"", ""surgery & anatomy""]","Jordan, a 16 year old boy presents to your GP clinic complaining of a painful eye. He reports that his eye started hurting about 3 days ago with it progressively getting worse. When asked, he reports that the pain is felt most on the outside aspect of the eye, with the eyelid being particularly tender. He came in today because his mother had told him that the eye was beginning to look quite swollen as well.He denies any trauma to the eye and reports that he has been sitting at home and playing video games for the last week or so due to it being school holidays.
On examination, he is afebrile and you see an erythematous nodule  with localised swelling  on the inferior eyelid and some central pus.
Which option  BEST DESCRIBES your management plan?","[""Topical Olopatadine"", ""Warm, moist compression"", ""Topical chloramphenicol"", ""Incise and drain"", ""Oral Cephalexin""]",B,"Warm, moist compression",
18. MSK_Rheum__MSKRheum_3.csv,Clinical,Medium,"[""rheumatology""]","A 12-year-old boy presents to the emergency department with his mother suffering from an acute onset painful limp in his left lower limb. The mother reports that the limp started this morning and that he is unable to weight-bear on his left side. The mother states that there is no history of trauma and the boy has otherwise been well. He has no relevant past medical history.
On examination, the doctor notes that the boy has an enlarged body habitus. His vital signs are recorded in the emergency department as follows: HR 86, RR 17, temperature 36.8. The boy looks systemically well, he has no rashes and his heart and lung sounds are normal. The doctor notes that the left lower limb is shortened and externally rotated, and the left hip has a reduced range of motion. The doctor orders an anteroposterior and frog lateral pelvis x-ray of both hips which reveals an abnormal Klein line in the left hip.
What is the most likely diagnosis?","[""Osteomyelitis"", ""Slipped\\nupper femoral epiphysis (SUFE)"", ""Perthes"", ""Septic arthritis"", ""Transient synovitis""]",B,Slipped\nupper femoral epiphysis (SUFE),
11. Dermatology_Dermatology_2.csv,Clinical,Hard,"[""dermatology"", ""roseola infantum""]","An eight-month-old female child presents to the general practitioner with a generalised maculopapular rash for two days. The rash is nonpruritic, began on the trunk and has since spread to the limbs. On further questioning, it was revealed she had a high fever and was sent to the emergency department 5 days ago with a generalized tonic-clonic seizure lasting less than 10 minutes where she recovered within an hour. She is up to date with her immunizations. 
Her temperature is 37.5 and heart rate is 120. Examination of the skin reveals a maculopapular rash that blanches. A papular enanthem is noted in the mouth and  she is also noted to have posterior auricular lymphadenopathy.
What is the most likely diagnosis?","[""Scarlet fever (aka second disease)"", ""Roseola infantum (aka exanthem subitum)"", ""Rubella (aka German measles)"", ""Measles (aka Rubeola)"", ""Varicella (aka chickenpox)""]",B,Roseola infantum (aka exanthem subitum),
12. Surgery & Anatomy_Surgery_3.csv,Clinical,Hard,"[""parathyroid hormone"", ""surgery"", ""surgery & anatomy""]","A 40-year-old male diagnosed with thyroid cancer underwent a thyroidectomy. Two days after discharge from the hospital, he presents to the emergency department complaining of cramping in his legs bilaterally, nausea and tingling around his lips. 
What is the most important investigation in this case?","[""Urine dipstick"", ""Parathyroid hormone"", ""Ultrasound of the lower limb"", ""D-dimer"", ""Thyroid function tests""]",B,Parathyroid hormone,
15. Acute Care & Emergency_Acute_Care___Emergency_2.csv,Clinical,Hard,"[""acute"", ""acute care & emergency"", ""care"", ""electrolyte"", ""emergency""]","Mrs Mark, a 40-year-old traveller, presented to the emergency department with confusion. Based on collateral history from her husband, she was suffering from abdominal pain a few hours prior to the confusion. She has been complaining of knee and shoulder pain for the past few months but was adamant that it was due to a recent increase in workout intensity. She also had a persistent dry cough for months. She has no past medical history or food and drug allergy.
On examination, her blood pressure was slightly elevated but other vital signs were within normal range. Her GCS is 8. Erythema nodosum was noted on her lower limbs. Chest X Ray showed bilateral lymphadenopathy. An ECG was performed.
<INSERT IMAGE HERE>
Source: LITFL
What is the most likely diagnosis?","[""Hyperkalemia"", ""Subarachnoid hemorrhage"", ""Hypercalcemia"", ""Severe hypothermia"", ""Hypernatremia""]",C,Hypercalcemia,
11. Dermatology_Dermatology_2.csv,Clinical,Medium,"[""dermatology"", ""johnson syndrome"", ""stevens""]","A 15-year-old boy presents to the emergency department with five days of increasing lethargy, fever, sore throat, photosensitivity and generalised myalgia. He denies any medication use apart from taking tetracyclines which was started 2 weeks ago for his facial acne treatment. 
On examination, a macular rash extending from the trunk toward his extremities is observed. The erythematous rash on his chest has coalesced on the trunk containing many vesicles, some forming bullae. He also has bilateral red eyes with ocular drainage, as well as some mouth ulcers. 
What is the most likely diagnosis? 
MISSING IMAGES","[""Erythema multiforme"", ""Stevens-Johnson syndrome"", ""Staphylococcus scalded skin syndrome"", ""Impetigo"", ""Warts""]",B,Stevens-Johnson syndrome,
11. Dermatology_Dermatology_3.csv,Clinical,Hard,"[""dermatology""]","A 57-year-old gentleman with Parkinson's disease presents to his GP complaining of a chronic scaly rash on his face. The patient also reports a burning sensation in these facial areas. He reports that his skin has worsened, especially during the winter compared to summer. He denies any fevers or weight loss.
On examination, symmetrical, erythematous scaling affecting the medial part of the cheeks, the nose and the nasolabial folds is observed. Post-auricular erythema and scaling is also observed, but all other areas of the body are unaffected. Otherwise, there are no significant examination findings and the patient's vital signs are within normal range.
Which of the following conditions is the most likely diagnosis in this patient?","[""Seborrhoeic\\nDermatitis"", ""Atopic Dermatitis"", ""Rosacea"", ""Systemic Lupus Erythematosus"", ""Cutaneous Sarcoidosis""]",A,Seborrhoeic\nDermatitis,
15. Acute Care & Emergency_Acute_Care___Emergency_1.csv,Clinical,Medium,"[""acute"", ""acute care & emergency"", ""care"", ""emergency"", ""er""]","A 12 year old patient is brought into hospital by his father following an incident on a hiking trip in rural Victoria. The father reports that the child complained of a sharp stinging sensation while walking through heavy bush. Shortly after, the child began to experience, abdominal pain, nausea and vomiting, muscle weakness and pain and blurring of vision. 
The treating doctor notes two small lesions on the child's lower leg that are bleeding heavily. They also note that the patient's urine is dark red.
What is the most appropriate first step in the management of this patient?","[""Apply a broad pressure immobilisation bandage to the affected leg"", ""Insert 2 large bore IV cannulas"", ""Administer tiger snake antivenom"", ""Administer brown snake antivenom"", ""Take a swab from the wound for use in a snake venom detection kit""]",A,Apply a broad pressure immobilisation bandage to the affected leg,
12. Surgery & Anatomy_Ophthal_2.csv,Clinical,Medium,"[""glaucoma"", ""ophthalmology"", ""surgery & anatomy""]","A 34 year old female presents to the emergency department with a severe right sided headache of acute onset. This headache was associated with severe nausea and a painful red eye. 
On examination, she had decreased visual acuity in her right eye and gonioscopy revealed increased intraocular pressure.  
What is the most likely diagnosis?","[""Migraine"", ""Acute Closed-Angle Glaucoma"", ""Scleritis"", ""Temporal Arteritis"", ""Orbital Cellulitis""]",B,Acute Closed-Angle Glaucoma,
15. Acute Care & Emergency_Acute_Care___Emergency_2.csv,Clinical,Easy,"[""acute"", ""acute care & emergency"", ""care"", ""emergency"", ""wound dehiscence""]","A 53-year-old woman presents to ED complaining of pain after a recent abdominal surgery last week. Her surgery was for a hernia removal and although she followed the appropriate post-operative care, she was told to take precautions about possible wound problems due to being diabetic and overweight.
She is a Type 2 diabetic with a BMI of 29. She has no known allergies.
On examination, the woman appears well with a temperature reading of 38. Upon removal of the wound dressings, the surgical site is erythematous, oedematous and tender with no discrete lumps palpable. There is superficial dehiscence at the wound edges although all sutures appear intact and appropriately placed. A small collection of pus and discharge is noted on the left edge. 
What is the next step in managing this woman?","[""Abdominal X-ray"", ""Abdominal CT"", ""Negative pressure dressing"", ""Empirical antibiotic therapy"", ""Debridement of wound""]",D,Empirical antibiotic therapy,
18. MSK_Rheum__MSKRheum_2.csv,Preclinical,Easy,"[""gout"", ""rheumatology""]","A 56-year-old man presents to the emergency department with sharp severe pain in his right big toe. The pain has been ongoing for the whole morning and nothing alleviates or worsens it. He states that his toe is red, hot, slightly swollen and tender. There are no breaks in the skin and he denies any recent falls or injuries to his feet.
He reports that he drinks 5 standards of wine on most nights with dinner and is a non-smoker. He has hypertension which is managed with Ramipril. He also reports that he loves to eat red meat and probably does not drink that much water. 
Upon examination, his right toe is swollen, red and warm compared to his left. There is no effusion observed and both his dorsalis pedis and posterior tibial pulses are present with normal sensation throughout his feet. 
What is the most likely diagnosis?","[""Osteoarthritis"", ""Gout"", ""Rheumatoid arthritis"", ""Fracture""]",B,Gout,
13. Psychiatry_Psychiatry_2.csv,Clinical,Hard,"[""methylphenidate"", ""psychiatry""]","An 8 year old boy presents with his mother to your clinic. His mother explains that she has been having a lot of complaints about her son from his teachers. He struggles to pay attention in class, is very disruptive and never completes his homework. You diagnose the child with ADHD and start him on methylphenidate. 
Which of the following is an adverse effect of methylphenidate?","[""Increased growth"", ""Concentration difficulties"", ""Sedation"", ""Reduced Appetite"", ""Autism""]",D,Reduced Appetite,
